,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,type,fuel,transmission
3262,Hyundai Accent CRDi,100000,2005,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
3263,Maruti Zen VXi - BS III,79000,2004,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3264,Chevrolet Beat Diesel LS,120000,2012,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Manual
3265,Maruti Zen LXi - BS III,125000,2005,Dealer,First Owner,34000,NaN,Four Wheeler,Petrol,Manual
3266,Chevrolet Enjoy 1.3 TCDi LS 8,425000,2013,Dealer,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
3267,Maruti Wagon R LXI,70000,2001,Individual,Second Owner,117000,NaN,Four Wheeler,Petrol,Manual
3268,Maruti Swift VXI,619000,2020,Individual,First Owner,1500,NaN,Four Wheeler,Petrol,Manual
3269,Nissan Micra XL,415000,2017,Dealer,First Owner,48965,NaN,Four Wheeler,Petrol,Manual
3270,Hyundai EON Era Plus Option,265000,2014,Dealer,First Owner,55000,NaN,Four Wheeler,Petrol,Manual
3271,Tata Indica GLS BS IV,70000,2008,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3272,Chevrolet Sail Hatchback 1.3 TCDi,281000,2015,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
3273,Tata Indigo Grand Dicor,211000,2013,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
3274,Hyundai Elite i20 Petrol Magna Exective,550000,2018,Individual,First Owner,11000,NaN,Four Wheeler,Petrol,Manual
3275,Chevrolet Enjoy TCDi LT 8 Seater,350000,2014,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Manual
3276,Maruti Wagon R VXI AMT,420000,2017,Dealer,First Owner,19890,NaN,Four Wheeler,Petrol,Automatic
3277,Renault KWID RXT,270000,2015,Dealer,First Owner,20969,NaN,Four Wheeler,Petrol,Manual
3278,Maruti Celerio VXI,399000,2016,Dealer,First Owner,20194,NaN,Four Wheeler,Petrol,Manual
3279,Ford Figo Trend,440000,2016,Dealer,First Owner,34982,NaN,Four Wheeler,Petrol,Manual
3280,Hyundai EON Magna,250000,2012,Dealer,First Owner,44588,NaN,Four Wheeler,Petrol,Manual
3281,Ford Ecosport 1.5 Diesel Titanium,650000,2016,Dealer,First Owner,57904,NaN,Four Wheeler,Diesel,Manual
3282,Maruti Alto K10 VXI,270000,2015,Dealer,First Owner,59258,NaN,Four Wheeler,Petrol,Manual
3283,Ford Figo Trend,390000,2016,Dealer,First Owner,60826,NaN,Four Wheeler,Petrol,Manual
3284,Mahindra XUV500 W10 2WD,1500000,2018,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
3285,Maruti 800 AC,225000,2014,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
3286,Mahindra XUV500 W8 2WD,900000,2015,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
3287,Hyundai Tucson 2.0 e-VGT 2WD AT GL,1600000,2018,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Automatic
3288,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,800000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
3289,Honda Amaze E i-Dtech,320000,2013,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
3290,Maruti Alto 800 LXI,300000,2016,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
3291,Hyundai i20 1.2 Asta Dual Tone,740000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
3292,Datsun RediGO SV 1.0,350000,2019,Individual,First Owner,1300,NaN,Four Wheeler,Petrol,Manual
3293,Datsun GO T BSIV,280000,2014,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3294,Maruti Swift Dzire AMT VDI,675000,2018,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Automatic
3295,Hyundai i10 Era 1.1 iTech SE,300000,2011,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3296,Chevrolet Captiva 2.0L VCDi,400000,2011,Individual,Third Owner,76000,NaN,Four Wheeler,Diesel,Manual
3297,Mahindra Scorpio VLX 2WD BSIV,420000,2010,Individual,Third Owner,100000,NaN,Four Wheeler,Diesel,Manual
3298,Tata New Safari 3L Dicor LX 4x2,300000,2008,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
3299,Maruti Wagon R VXI Minor,170000,2010,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3300,Hyundai EON Era Plus,210000,2014,Individual,Third Owner,70000,NaN,Four Wheeler,Petrol,Manual
3301,Maruti Ertiga VDI,600000,2015,Individual,Second Owner,60000,NaN,Four Wheeler,Diesel,Manual
3302,Maruti Wagon R VXI BS IV,260000,2014,Individual,Second Owner,38000,NaN,Four Wheeler,Petrol,Manual
3303,Tata Nano Twist XT,82000,2015,Individual,First Owner,19000,NaN,Four Wheeler,Petrol,Manual
3304,Mahindra TUV 300 T8,690000,2016,Individual,First Owner,75000,NaN,Four Wheeler,Diesel,Manual
3305,Hyundai Grand i10 CRDi Asta,300000,2015,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3306,Honda BRV i-DTEC V MT,1250000,2017,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
3307,Hyundai Verna CRDi 1.6 EX,799000,2017,Individual,First Owner,31707,NaN,Four Wheeler,Diesel,Manual
3308,Toyota Fortuner 3.0 Diesel,1000000,2010,Individual,First Owner,180000,NaN,Four Wheeler,Diesel,Manual
3309,Maruti Alto 800 LXI,190000,2014,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
3310,Mahindra Verito 1.5 D2 BSIII,250000,2014,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
3311,Hyundai Verna 1.6 i ABS,200000,2009,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3312,Mahindra Bolero DI,300000,2005,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
3313,Tata Zest Revotron 1.2T XMS,250000,2015,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
3314,Maruti 800 AC,90000,2008,Individual,Third Owner,70000,NaN,Four Wheeler,Petrol,Manual
3315,Hyundai Santro LE zipPlus,68000,2001,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3316,Hyundai Grand i10 1.2 Kappa Asta,500000,2017,Individual,First Owner,26500,NaN,Four Wheeler,Petrol,Manual
3317,Hyundai Verna CRDi 1.6 SX,900000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
3318,Maruti Alto LX,100000,2007,Individual,Second Owner,52000,NaN,Four Wheeler,Petrol,Manual
3319,Renault Duster 85PS Diesel RxL,700000,2016,Individual,First Owner,160000,NaN,Four Wheeler,Diesel,Manual
3320,Volvo XC60 D3 Kinetic,1750000,2012,Dealer,Third Owner,115992,NaN,Four Wheeler,Diesel,Automatic
3321,Maruti Wagon R VXI Optional,290000,2017,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
3322,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,2014,Individual,Second Owner,97000,NaN,Four Wheeler,Diesel,Manual
3323,Tata Indigo LX Dicor,70000,2008,Individual,Third Owner,100000,NaN,Four Wheeler,Diesel,Manual
3324,Maruti Swift ZDi BSIV,520000,2016,Individual,First Owner,41000,NaN,Four Wheeler,Diesel,Manual
3325,Tata Indigo LS,150000,2012,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
3326,Hyundai i10 Magna 1.1,120000,2008,Individual,First Owner,90000,NaN,Four Wheeler,Petrol,Manual
3327,Hyundai i20 Asta Option 1.2,600000,2016,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
3328,Tata Xenon XT EX 4X4,150000,2010,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3329,Volkswagen Vento Petrol Highline,400000,2011,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3330,Maruti Alto 800 LXI,310000,2015,Individual,Second Owner,30000,NaN,Four Wheeler,Petrol,Manual
3331,Maruti Baleno Alpha 1.2,550000,2015,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
3332,Hyundai i20 Asta Option 1.4 CRDi,550000,2016,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
3333,Hyundai Grand i10 CRDi Magna,320000,2013,Individual,First Owner,73000,NaN,Four Wheeler,Diesel,Manual
3334,Maruti 800 AC BSII,50000,1992,Individual,Fourth & Above Owner,100000,NaN,Four Wheeler,Petrol,Manual
3335,Hyundai Grand i10 1.2 Kappa Asta,500000,2018,Individual,First Owner,32000,NaN,Four Wheeler,Petrol,Manual
3336,Renault KWID RXT,360000,2018,Individual,First Owner,26500,NaN,Four Wheeler,Petrol,Manual
3337,Maruti Vitara Brezza VDi Option,700000,2017,Individual,Second Owner,50000,NaN,Four Wheeler,Diesel,Manual
3338,Maruti Ertiga VDI,700000,2012,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
3339,Hyundai i20 1.4 Sportz,655000,2017,Dealer,First Owner,84000,NaN,Four Wheeler,Diesel,Manual
3340,Maruti Vitara Brezza VDi Option,700000,2017,Individual,Second Owner,50000,NaN,Four Wheeler,Diesel,Manual
3341,Chevrolet Beat LT LPG,200000,2011,Individual,First Owner,110000,NaN,Four Wheeler,LPG,Manual
3342,Renault Duster 85PS Diesel RxL Optional,375000,2012,Individual,First Owner,150000,NaN,Four Wheeler,Diesel,Manual
3343,Hyundai Verna 1.6 SX,470000,2012,Dealer,First Owner,109052,NaN,Four Wheeler,Diesel,Manual
3344,Maruti Ciaz VDi,550000,2015,Dealer,First Owner,90658,NaN,Four Wheeler,Diesel,Manual
3345,Honda Amaze VX i-DTEC,500000,2014,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
3346,Datsun GO T Option BSIV,210000,2015,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
3347,Maruti Eeco 7 Seater Standard BSIV,270000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3348,Skoda Superb 1.8 TFSI MT,300000,2010,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3349,Maruti Wagon R VXI Minor,80000,2007,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Manual
3350,Mercedes-Benz E-Class E250 Edition E,1451000,2013,Dealer,First Owner,81000,NaN,Four Wheeler,Diesel,Automatic
3351,Tata Safari Storme VX Varicor 400,1085000,2018,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Manual
3352,Hyundai Verna SX AT Diesel,245000,2009,Dealer,First Owner,75000,NaN,Four Wheeler,Diesel,Automatic
3353,Honda WR-V i-VTEC VX,700000,2017,Dealer,Second Owner,25552,NaN,Four Wheeler,Petrol,Manual
3354,Hyundai EON Magna Plus,300000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3355,Hyundai Xcent 1.2 CRDi E,350000,2017,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
3356,Hyundai Elite i20 Asta Option CVT BSIV,635000,2017,Dealer,First Owner,25000,NaN,Four Wheeler,Petrol,Automatic
3357,Honda City S,325000,2012,Individual,First Owner,40700,NaN,Four Wheeler,Petrol,Manual
3358,Mahindra XUV500 AT W10 1.99 mHawk,1150000,2017,Dealer,First Owner,65500,NaN,Four Wheeler,Diesel,Automatic
3359,Tata Indigo GLE BSIII,110000,2008,Dealer,First Owner,42000,NaN,Four Wheeler,Petrol,Manual
3360,Honda City 1.5 V MT,890000,2018,Dealer,First Owner,8000,NaN,Four Wheeler,Petrol,Manual
3361,Maruti Swift 1.3 LXI,73000,2007,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3362,Chevrolet Beat PS,170000,2014,Individual,First Owner,77000,NaN,Four Wheeler,Petrol,Manual
3363,Maruti Ciaz ZXi Plus,750000,2016,Dealer,First Owner,6000,NaN,Four Wheeler,Petrol,Manual
3364,Hyundai EON 1.0 Era Plus,280000,2017,Individual,First Owner,28838,NaN,Four Wheeler,Petrol,Manual
3365,Maruti Baleno Alpha 1.2,690000,2018,Dealer,First Owner,11174,NaN,Four Wheeler,Petrol,Manual
3366,Tata Indigo GLS,130000,2008,Individual,First Owner,120000,NaN,Four Wheeler,Petrol,Manual
3367,Maruti Swift 1.3 LXI,73000,2007,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3368,Hyundai Santro Xing GLS,85000,2007,Individual,Second Owner,85000,NaN,Four Wheeler,Petrol,Manual
3369,Hyundai Elantra 2.0 SX AT,1575000,2018,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Automatic
3370,Nissan Sunny Diesel XV,325000,2013,Individual,First Owner,105000,NaN,Four Wheeler,Diesel,Manual
3371,Honda City 1.3 EXI,85000,1998,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
3372,Hyundai Verna 1.6 CRDI SX Option,860000,2018,Dealer,Second Owner,30000,NaN,Four Wheeler,Diesel,Manual
3373,Maruti S-Cross Sigma DDiS 200 SH,690000,2017,Individual,First Owner,41000,NaN,Four Wheeler,Diesel,Manual
3374,Hyundai Elantra CRDi S,650000,2013,Dealer,First Owner,54000,NaN,Four Wheeler,Diesel,Manual
3375,Chevrolet Sail LS ABS,375000,2014,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
3376,Hyundai Verna 1.6 SX CRDi (O),525000,2013,Dealer,First Owner,71000,NaN,Four Wheeler,Diesel,Manual
3377,Maruti Eeco Smiles 5 Seater AC,330000,2016,Dealer,First Owner,72500,NaN,Four Wheeler,Petrol,Manual
3378,Maruti Eeco Smiles 5 Seater AC,280000,2013,Dealer,First Owner,76600,NaN,Four Wheeler,Petrol,Manual
3379,Maruti Swift ZXI,470000,2014,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3380,Volkswagen Polo Diesel Trendline 1.2L,350000,2011,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Manual
3381,Honda City 1.5 V Elegance,480000,2012,Dealer,First Owner,63000,NaN,Four Wheeler,Petrol,Manual
3382,Hyundai Verna 1.6 CRDi SX,620000,2016,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
3383,Datsun GO T BSIV,250000,2014,Individual,First Owner,58000,NaN,Four Wheeler,Petrol,Manual
3384,Chevrolet Spark 1.0,78692,2010,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3385,Hyundai i20 Magna Optional 1.4 CRDi,350000,2012,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
3386,Maruti Wagon R LX Minor,250000,2013,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
3387,Hyundai i20 1.2 Sportz,260000,2011,Individual,Fourth & Above Owner,97700,NaN,Four Wheeler,Petrol,Manual
3388,Honda Mobilio S i DTEC,640000,2016,Individual,Second Owner,36000,NaN,Four Wheeler,Diesel,Manual
3389,Tata New Safari DICOR 2.2 EX 4x2,220000,2008,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
3390,Volkswagen Vento 1.5 TDI Highline,465000,2015,Individual,First Owner,130000,NaN,Four Wheeler,Diesel,Manual
3391,Maruti Swift Vdi BSIII,229999,2010,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
3392,Maruti Wagon R VXI BS IV,425000,2018,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
3393,Tata Indica GLS BS IV,95000,2008,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
3394,Hyundai EON LPG Magna Plus,170000,2012,Individual,Third Owner,170000,NaN,Four Wheeler,LPG,Manual
3395,Datsun RediGO T Option,229999,2016,Individual,Second Owner,37500,NaN,Four Wheeler,Petrol,Manual
3396,Maruti 800 Std,45000,1999,Individual,Third Owner,50000,NaN,Four Wheeler,Petrol,Manual
3397,Maruti Grand Vitara MT,479000,2007,Individual,Third Owner,145000,NaN,Four Wheeler,Petrol,Manual
3398,Mahindra KUV 100 mFALCON G80 K8 5str,370000,2016,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3399,Hyundai EON Sportz,340000,2016,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
3400,Maruti Swift Dzire ZXI,620000,2016,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
3401,Tata Manza Club Class Quadrajet90 EX,270000,2012,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
3402,Tata Tiago 1.05 Revotorq XZ Plus,400000,2018,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Manual
3403,Maruti Wagon R VXI Optional,260000,2015,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3404,Hyundai Santro LE zipPlus,48000,2003,Individual,Fourth & Above Owner,50000,NaN,Four Wheeler,Petrol,Manual
3405,Tata Nano Twist XE,100000,2015,Individual,Second Owner,23800,NaN,Four Wheeler,Petrol,Manual
3406,Nissan Terrano XL Plus 85 PS,490000,2015,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3407,Maruti Wagon R Duo Lxi,120000,2010,Individual,Second Owner,90000,NaN,Four Wheeler,LPG,Manual
3408,Hyundai i10 Era,125000,2008,Individual,Second Owner,102000,NaN,Four Wheeler,Petrol,Manual
3409,Hyundai EON Era Plus,160000,2013,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3410,Maruti Alto 800 LXI,190000,2019,Individual,First Owner,5000,NaN,Four Wheeler,Petrol,Manual
3411,Tata Harrier XZ BSIV,1700000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Manual
3412,Hyundai i10 Sportz,250000,2011,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
3413,Maruti Ignis 1.2 Delta BSIV,500000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
3414,Toyota Corolla Altis 1.8 J,400000,2008,Individual,Second Owner,35000,NaN,Four Wheeler,Petrol,Manual
3415,Fiat Linea T Jet Plus,500000,2011,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3416,Toyota Fortuner 4x2 AT,1800000,2014,Individual,First Owner,99000,NaN,Four Wheeler,Diesel,Automatic
3417,Honda Civic 1.8 V MT,320000,2008,Individual,First Owner,90000,NaN,Four Wheeler,Petrol,Manual
3418,Honda Civic 1.8 S AT,250000,2007,Dealer,First Owner,47000,NaN,Four Wheeler,Petrol,Automatic
3419,Ford Figo Diesel Titanium,105000,2010,Individual,Third Owner,90000,NaN,Four Wheeler,Diesel,Manual
3420,Hyundai i20 Active 1.2 SX,550000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3421,Hyundai Grand i10 1.2 Kappa Sportz AT,600000,2019,Individual,First Owner,1100,NaN,Four Wheeler,Petrol,Automatic
3422,Maruti Alto 800 VXI,210000,2020,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3423,Maruti Alto 800 LXI Airbag,210000,2012,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
3424,Maruti Alto LXi,150000,2009,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3425,Hyundai i10 Era 1.1,125000,2008,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3426,Maruti Celerio VXI,380000,2016,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3427,Maruti Baleno Delta 1.2,600000,2019,Individual,First Owner,5000,NaN,Four Wheeler,Petrol,Manual
3428,Maruti Swift VXI Deca,490000,2016,Individual,First Owner,27000,NaN,Four Wheeler,Petrol,Manual
3429,Maruti Swift Dzire LDI,545000,2018,Individual,Second Owner,38000,NaN,Four Wheeler,Diesel,Manual
3430,Maruti Wagon R VXI BS IV,250000,2015,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
3431,Hyundai Venue SX Opt Turbo BSIV,1050000,2020,Individual,First Owner,1100,NaN,Four Wheeler,Petrol,Manual
3432,Maruti Wagon R LX Minor,100000,2007,Individual,First Owner,100000,NaN,Four Wheeler,Petrol,Manual
3433,Ford Figo Diesel ZXI,250000,2014,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
3434,Maruti Wagon R LX BSIII,100000,2007,Individual,First Owner,110000,NaN,Four Wheeler,Petrol,Manual
3435,Ford Figo 1.5D Ambiente ABS MT,350000,2016,Individual,Second Owner,60000,NaN,Four Wheeler,Diesel,Manual
3436,Renault Duster 110PS Diesel RxZ Plus,370000,2012,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3437,Maruti Zen VXi - BS III,121000,2004,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
3438,Ford Figo Aspire 1.5 Ti-VCT Titanium,570000,2017,Dealer,First Owner,44077,NaN,Four Wheeler,Petrol,Automatic
3439,Maruti Ertiga SHVS VDI,785000,2017,Individual,First Owner,24000,NaN,Four Wheeler,Diesel,Manual
3440,Maruti Ciaz S 1.3,850000,2018,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
3441,Maruti Wagon R VXI BS IV,375000,2016,Individual,Second Owner,30000,NaN,Four Wheeler,Petrol,Manual
3442,Maruti Baleno Alpha 1.2,619000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3443,Chevrolet Cruze LTZ,335000,2011,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
3444,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,2006,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
3445,Maruti Wagon R LX,60000,2003,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
3446,Maruti Zen Estilo VXI BSIV,130000,2010,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
3447,Mahindra Ingenio CRDe,210000,2015,Individual,First Owner,210000,NaN,Four Wheeler,Diesel,Manual
3448,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,2019,Individual,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
3449,Tata Indigo TDI,270000,2013,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3450,Maruti Wagon R LXI Minor,225000,2010,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
3451,Maruti SX4 ZXI MT BSIV,150000,2011,Individual,Second Owner,160000,NaN,Four Wheeler,Petrol,Manual
3452,Chevrolet Beat Diesel LT,173000,2013,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3453,BMW 5 Series 520d Luxury Line,4800000,2018,Individual,First Owner,9422,NaN,Four Wheeler,Diesel,Automatic
3454,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,710000,2017,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Automatic
3455,Toyota Corolla Altis 1.8 GL,1500000,2019,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3456,Maruti Baleno Zeta 1.2,550000,2017,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3457,Maruti 800 AC BSIII,58000,2008,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
3458,Audi A4 1.8 TFSI,1200000,2012,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Automatic
3459,Mahindra Scorpio M2DI,500000,2013,Individual,First Owner,150000,NaN,Four Wheeler,Diesel,Manual
3460,Maruti Swift LXi BSIV,120000,2009,Individual,Second Owner,83000,NaN,Four Wheeler,Petrol,Manual
3461,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,300000,2012,Individual,First Owner,250000,NaN,Four Wheeler,Diesel,Manual
3462,Hyundai EON Era Plus,300000,2018,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
3463,Datsun GO Plus T Option BSIV,295000,2015,Individual,First Owner,21000,NaN,Four Wheeler,Petrol,Manual
3464,Maruti Ertiga VXI CNG,587000,2018,Individual,First Owner,80000,NaN,Four Wheeler,CNG,Manual
3465,Ambassador Grand 1800 ISZ MPFI PW CL,430000,2012,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
3466,Hyundai Verna i (Petrol),123000,2007,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
3467,Skoda Laura Ambiente 2.0 TDI CR AT,450000,2012,Individual,Second Owner,48500,NaN,Four Wheeler,Diesel,Automatic
3468,Maruti Wagon R LXI Minor,130000,2007,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Manual
3469,Tata Indica Vista Aqua 1.4 TDI,110000,2010,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
3470,Mahindra Xylo Celebration Edition BSIV,200000,2010,Individual,Third Owner,240000,NaN,Four Wheeler,Diesel,Manual
